age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,inertie_poste,revenu_par_niveau,satisfaction_globale,satisfaction_min,satisfaction_max,performance,hs_et_salaire_bas,jeune_faible_anciennete,serial-worker,poste_x_niveau,formations_par_an,part_sans_promotion
38,F,2619,Célibataire,Consulting,Assistant de Direction,3,8,0,0,0,3,1,1,Infra & Cloud,Occasionnel,0,0,3,3,1,1,4,2,3,Non,17.0,381,0.0,2618.97,2.5,1,4,0,0,0,0,Assistant de Direction | N1,3.0,0.0
43,M,5679,Divorcé(e),Consulting,Consultant,3,10,8,7,1,3,9,5,Transformation Digitale,Frequent,4,7,4,3,2,3,2,3,3,Oui,13.0,653,0.875,2839.49,3.0,2,4,0,0,0,0,Consultant | N2,0.333,0.5
48,F,15402,Marié(e),Consulting,Senior Manager,7,21,3,2,1,3,1,4,Infra & Cloud,Occasionnel,0,2,4,2,4,1,1,1,3,Non,11.0,1526,0.667,3850.49,1.75,1,4,1,0,0,1,Senior Manager | N4,0.75,0.0
44,F,5985,Célibataire,Ressources Humaines,Ressources Humaines,4,10,2,2,0,1,1,4,Infra & Cloud,Occasionnel,0,2,1,2,2,3,2,4,3,Non,11.0,593,1.0,2992.49,2.5,1,4,1,0,0,0,Ressources Humaines | N2,0.333,0.0
34,F,2579,Divorcé(e),Commercial,Représentant Commercial,1,8,8,2,2,3,14,3,Entrepreunariat,Occasionnel,0,6,3,3,1,3,4,3,3,Oui,18.0,393,0.25,2578.97,3.25,3,4,0,1,0,0,Représentant Commercial | N1,0.333,0.0
27,M,3041,Divorcé(e),Commercial,Représentant Commercial,0,5,4,3,1,3,2,1,Marketing,Occasionnel,0,2,3,3,1,1,2,3,3,Non,11.0,301,0.75,3040.97,2.25,1,3,0,0,0,0,Représentant Commercial | N1,0.6,0.0
21,M,3447,Célibataire,Commercial,Représentant Commercial,1,3,3,2,0,2,22,1,Entrepreunariat,Occasionnel,1,2,3,3,1,3,3,3,3,Non,11.0,342,0.667,3446.97,3.0,3,3,0,0,0,0,Représentant Commercial | N1,0.5,0.333
44,M,19513,Marié(e),Consulting,Senior Manager,4,26,2,2,1,2,3,4,Autre,Occasionnel,0,1,4,3,5,4,1,4,3,Oui,12.0,2091,1.0,3902.59,3.25,1,4,0,0,0,0,Senior Manager | N5,0.667,0.0
22,M,2773,Marié(e),Consulting,Assistant de Direction,0,3,2,2,0,3,6,1,Transformation Digitale,Occasionnel,2,2,1,3,1,3,4,3,4,Non,20.0,462,1.0,2772.97,2.75,1,4,1,0,1,0,Assistant de Direction | N1,1.0,1.0
33,M,7104,Divorcé(e),Commercial,Cadre Commercial,0,6,5,0,0,3,8,4,Marketing,Occasionnel,1,2,3,3,2,3,4,3,3,Non,12.0,761,0.0,3551.98,3.25,3,4,0,0,0,0,Cadre Commercial | N2,0.5,0.2
32,F,6322,Marié(e),Consulting,Assistant de Direction,1,6,6,4,1,2,9,4,Infra & Cloud,Occasionnel,0,5,1,3,2,4,4,2,3,Oui,12.0,677,0.667,3160.98,2.75,1,4,0,0,0,0,Assistant de Direction | N2,0.286,0.0
30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,1,2,3,3,Transformation Digitale,Frequent,0,0,3,3,1,3,3,3,4,Non,20.0,347,0.0,2082.98,3.0,3,3,1,0,1,0,Assistant de Direction | N1,1.0,0.0
53,F,8381,Célibataire,Commercial,Cadre Commercial,7,18,14,7,0,2,1,1,Transformation Digitale,Occasionnel,8,10,4,3,2,1,4,4,4,Non,20.0,1397,0.5,4190.48,3.25,1,4,1,0,0,1,Cadre Commercial | N2,0.133,0.571
34,M,2691,Marié(e),Consulting,Assistant de Direction,1,10,10,9,1,4,1,5,Infra & Cloud,Occasionnel,8,8,2,3,1,4,4,2,3,Non,12.0,288,0.9,2690.97,3.0,2,4,0,0,0,0,Assistant de Direction | N1,0.364,0.8
45,F,4286,Marié(e),Commercial,Cadre Commercial,2,5,1,1,2,4,26,4,Infra & Cloud,Frequent,0,0,1,3,2,1,4,3,3,Non,14.000000000000002,526,1.0,2142.99,2.25,1,4,0,0,0,0,Cadre Commercial | N2,2.0,0.0
26,F,2659,Marié(e),Consulting,Consultant,1,3,3,2,1,2,6,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,3,3,3,Oui,13.0,306,0.667,2658.97,3.25,3,4,0,1,0,0,Consultant | N1,0.5,0.0
37,M,9434,Marié(e),Consulting,Tech Lead,1,10,10,7,1,2,3,3,Autre,Occasionnel,7,8,3,3,3,3,3,3,3,Non,15.0,1231,0.7,3144.66,3.0,3,3,0,0,0,0,Tech Lead | N3,0.182,0.7
29,F,5561,Marié(e),Commercial,Cadre Commercial,1,6,6,0,1,5,3,2,Transformation Digitale,Occasionnel,1,2,2,3,2,3,1,2,3,Non,14.000000000000002,683,0.0,2780.49,2.0,1,3,0,0,0,0,Cadre Commercial | N2,0.714,0.167
35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,17,11,0,3,6,4,Infra & Cloud,Occasionnel,11,8,2,1,2,4,2,3,3,Non,13.0,765,0.647,3322.98,2.75,2,4,2,0,0,0,Assistant de Direction | N2,0.167,0.647
33,M,7725,Divorcé(e),Consulting,Manager,3,15,13,11,1,2,6,3,Infra & Cloud,Frequent,4,7,3,3,2,4,3,1,4,Non,23.0,1445,0.846,3862.48,2.75,1,4,1,0,0,0,Manager | N2,0.143,0.308
54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,1,1,19,4,Transformation Digitale,Occasionnel,7,1,3,3,3,2,3,4,3,Non,15.0,1399,0.778,3574.99,3.0,2,4,0,0,0,0,Ressources Humaines | N3,0.1,0.778
36,M,8847,Divorcé(e),Consulting,Tech Lead,2,13,3,2,1,2,9,2,Transformation Digitale,Occasionnel,0,2,2,2,2,2,3,3,3,Oui,11.0,877,0.667,4423.48,2.5,2,3,1,0,0,0,Tech Lead | N2,0.5,0.0
27,M,2045,Célibataire,Consulting,Assistant de Direction,0,5,4,2,0,0,3,4,Transformation Digitale,Occasionnel,1,1,1,2,1,4,4,3,3,Non,13.0,235,0.5,2044.98,3.0,1,4,1,0,0,0,Assistant de Direction | N1,0.0,0.25
20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,1,1,4,3,1,3,4,3,3,Oui,11.0,100,0.0,1008.99,3.5,3,4,0,1,1,0,Assistant de Direction | N1,2.5,1.0
33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,10,8,0,3,3,3,Infra & Cloud,Frequent,9,7,1,3,1,1,1,3,3,Oui,11.0,332,0.8,3347.97,1.5,1,3,0,1,0,0,Assistant de Direction | N1,0.273,0.9
35,M,1281,Marié(e),Consulting,Consultant,1,1,1,0,2,3,3,3,Infra & Cloud,Aucun,0,0,3,2,1,3,3,3,3,Non,18.0,195,0.0,1280.99,3.0,3,3,1,0,0,0,Consultant | N1,1.5,0.0
23,M,2819,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,3,4,3,Transformation Digitale,Occasionnel,0,2,1,4,1,1,1,4,3,Non,16.0,389,0.667,2818.97,1.75,1,4,-1,0,0,0,Assistant de Direction | N1,0.75,0.0
25,M,4851,Marié(e),Commercial,Cadre Commercial,0,4,3,2,1,4,8,3,Infra & Cloud,Occasionnel,1,2,4,4,2,2,3,3,4,Non,22.0,875,0.667,2425.49,3.0,2,4,0,0,0,0,Cadre Commercial | N2,1.0,0.333
38,F,4028,Célibataire,Commercial,Cadre Commercial,0,8,7,7,0,2,7,4,Marketing,Occasionnel,0,5,4,2,2,4,1,3,4,Non,20.0,671,1.0,2013.99,3.0,1,4,2,0,0,0,Cadre Commercial | N2,0.25,0.0
29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,1,5,1,4,Infra & Cloud,Frequent,2,8,2,1,1,4,4,3,3,Non,18.0,415,0.7,2719.97,3.25,2,4,2,0,0,0,Assistant de Direction | N1,0.455,0.2
48,M,8120,Marié(e),Commercial,Cadre Commercial,3,12,2,2,0,3,2,1,Marketing,Occasionnel,2,2,2,4,2,2,4,3,3,Non,12.0,870,1.0,4059.98,2.75,2,4,-1,0,0,0,Cadre Commercial | N2,1.0,1.0
27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,2,3,3,1,Transformation Digitale,Frequent,0,4,4,4,2,4,2,3,4,Oui,20.0,774,0.833,2323.49,3.25,2,4,0,1,0,0,Cadre Commercial | N2,0.429,0.0
37,M,4680,Célibataire,Consulting,Assistant de Direction,3,4,1,0,0,2,10,2,Infra & Cloud,Occasionnel,0,0,4,4,1,4,1,3,3,Non,17.0,680,0.0,4679.95,3.0,1,4,-1,0,0,0,Assistant de Direction | N1,1.0,0.0
50,M,3221,Marié(e),Consulting,Consultant,1,20,20,8,3,3,28,1,Transformation Digitale,Occasionnel,3,8,4,4,1,3,3,3,3,Oui,11.0,319,0.4,3220.97,3.25,3,4,-1,1,0,0,Consultant | N1,0.143,0.15
34,F,8621,Célibataire,Consulting,Manager,1,9,8,7,0,3,9,3,Transformation Digitale,Occasionnel,7,7,4,2,3,2,2,4,3,Non,14.000000000000002,1059,0.875,2873.66,3.0,2,4,1,0,0,0,Manager | N3,0.333,0.875
24,F,4577,Célibataire,Commercial,Cadre Commercial,9,4,2,2,0,3,3,2,Infra & Cloud,Occasionnel,2,0,1,3,2,3,1,3,3,Non,14.000000000000002,562,1.0,2288.49,2.0,1,3,0,0,1,1,Cadre Commercial | N2,1.0,1.0
39,F,4553,Célibataire,Consulting,Manager,1,20,20,7,0,4,2,4,Entrepreunariat,Occasionnel,11,10,4,2,2,3,1,3,3,Non,11.0,451,0.35,2276.49,2.75,1,4,1,0,0,0,Manager | N2,0.19,0.55
32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,2,10,3,Marketing,Occasionnel,0,8,4,3,2,4,4,2,3,Non,12.0,578,0.7,2697.99,3.5,2,4,0,0,0,0,Cadre Commercial | N2,0.182,0.0
50,M,6796,Marié(e),Commercial,Cadre Commercial,3,18,4,3,1,4,8,2,Entrepreunariat,Frequent,1,3,2,3,2,3,1,3,3,Oui,14.000000000000002,835,0.75,3397.98,2.25,1,3,0,0,0,0,Cadre Commercial | N2,0.8,0.25
38,F,7625,Célibataire,Consulting,Manager,0,10,9,7,0,4,1,4,Infra & Cloud,Occasionnel,1,8,2,4,2,4,3,2,3,Non,13.0,877,0.778,3812.48,2.75,2,4,-1,0,0,0,Manager | N2,0.4,0.111
27,F,7412,Marié(e),Consulting,Tech Lead,1,9,9,7,0,3,1,2,Infra & Cloud,Occasionnel,0,7,3,3,3,1,4,3,3,Non,11.0,735,0.778,2470.66,2.75,1,4,0,0,0,0,Tech Lead | N3,0.3,0.0
32,F,11159,Célibataire,Consulting,Directeur Technique,3,10,7,7,0,6,3,2,Infra & Cloud,Occasionnel,7,7,3,3,3,4,4,3,3,Non,15.0,1456,1.0,3719.65,3.5,3,4,0,0,0,0,Directeur Technique | N3,0.75,1.0
47,M,4960,Célibataire,Commercial,Cadre Commercial,2,20,7,7,0,2,14,4,Marketing,Occasionnel,1,7,4,3,2,1,4,3,3,Non,12.0,531,1.0,2479.99,3.0,1,4,0,0,0,0,Cadre Commercial | N2,0.25,0.143
40,M,10475,Marié(e),Commercial,Cadre Commercial,5,20,18,13,1,2,5,4,Infra & Cloud,Frequent,1,12,4,2,3,1,3,3,4,Oui,21.0,1818,0.722,3491.66,2.75,1,4,2,0,0,1,Cadre Commercial | N3,0.105,0.056
53,M,14814,Marié(e),Consulting,Directeur Technique,3,32,5,1,0,3,7,3,Infra & Cloud,Occasionnel,1,3,3,4,4,3,3,3,3,Non,19.0,2365,0.2,3703.49,3.0,3,3,-1,0,0,0,Directeur Technique | N4,0.5,0.2
41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,3,2,10,4,Ressources Humaines,Occasionnel,12,6,2,2,5,4,2,2,3,Non,15.0,2497,0.286,3828.19,2.5,2,4,1,0,0,0,Senior Manager | N5,0.091,0.571
60,M,5405,Célibataire,Commercial,Cadre Commercial,8,10,2,2,0,1,16,4,Marketing,Occasionnel,2,2,1,3,2,1,4,3,3,Non,14.000000000000002,664,1.0,2702.49,2.25,1,4,0,0,0,1,Cadre Commercial | N2,0.333,1.0
27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,9,7,2,4,10,2,Infra & Cloud,Frequent,1,7,4,3,3,1,3,2,4,Non,21.0,1526,0.778,2930.99,2.5,1,4,1,0,0,0,Tech Lead | N3,0.4,0.111
41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,1,3,1,3,Ressources Humaines,Occasionnel,2,10,4,2,5,3,2,3,3,Non,12.0,2056,0.318,3837.79,3.0,2,4,1,0,0,0,Senior Manager | N5,0.13,0.091
50,M,3875,Marié(e),Commercial,Représentant Commercial,7,4,2,2,1,2,8,4,Marketing,Occasionnel,2,2,4,3,1,2,4,3,3,Non,15.0,505,1.0,3874.96,3.25,2,4,0,0,0,1,Représentant Commercial | N1,0.667,1.0
28,F,2216,Célibataire,Consulting,Assistant de Direction,7,10,7,7,0,4,1,2,Infra & Cloud,Occasionnel,3,7,1,1,1,2,4,3,3,Oui,13.0,255,1.0,2215.98,2.5,1,4,2,1,0,1,Assistant de Direction | N1,0.5,0.429
36,F,11713,Marié(e),Consulting,Directeur Technique,9,10,8,7,1,2,8,3,Infra & Cloud,Aucun,0,5,1,4,3,1,1,3,3,Non,14.000000000000002,1438,0.875,3904.32,1.5,1,3,-1,0,0,1,Directeur Technique | N3,0.222,0.0
38,F,7861,Célibataire,Consulting,Tech Lead,4,10,1,0,0,4,1,3,Infra & Cloud,Occasionnel,0,0,3,3,3,3,4,4,3,Oui,14.000000000000002,965,0.0,2620.32,3.5,3,4,0,0,0,0,Tech Lead | N3,2.0,0.0
44,M,3708,Célibataire,Consulting,Consultant,2,9,5,2,0,5,24,3,Transformation Digitale,Aucun,1,4,1,1,1,3,3,3,3,Non,14.000000000000002,455,0.4,3707.96,2.5,1,3,2,0,0,0,Consultant | N1,0.833,0.2
47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,2,2,3,3,Transformation Digitale,Frequent,11,13,4,3,4,3,4,2,3,Oui,12.0,1475,0.091,3442.49,3.25,2,4,0,0,0,1,Cadre Commercial | N4,0.087,0.5
30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,1,2,27,5,Marketing,Occasionnel,7,7,3,3,2,4,4,2,4,Non,23.0,992,0.875,2651.99,3.25,2,4,1,0,0,1,Cadre Commercial | N2,0.222,0.875
29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,0,0,3,3,1,3,3,3,3,Non,11.0,262,0.0,2641.97,3.0,3,3,0,0,1,0,Représentant Commercial | N1,3.0,0.0
42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,0,2,19,3,Transformation Digitale,Frequent,2,2,3,4,1,3,4,3,3,Oui,12.0,296,1.0,2758.97,3.25,3,4,-1,1,0,1,Assistant de Direction | N1,0.667,1.0
43,M,6804,Marié(e),Commercial,Cadre Commercial,3,7,2,2,1,5,15,3,Infra & Cloud,Frequent,2,2,4,2,2,4,3,3,3,Non,18.0,1038,1.0,3401.98,3.5,3,4,1,0,0,0,Cadre Commercial | N2,1.667,1.0
34,F,6142,Célibataire,Consulting,Manager,3,10,5,1,0,2,8,2,Transformation Digitale,Occasionnel,4,3,2,3,2,3,4,3,3,Non,11.0,609,0.2,3070.98,3.0,2,4,0,0,0,0,Manager | N2,0.333,0.8
23,M,2500,Marié(e),Consulting,Consultant,1,5,4,3,1,2,9,1,Transformation Digitale,Occasionnel,0,2,2,3,1,1,4,4,3,Non,14.000000000000002,307,0.75,2499.98,2.75,1,4,0,0,0,0,Consultant | N1,0.4,0.0
39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,1,3,3,3,Ressources Humaines,Occasionnel,3,6,3,4,2,2,3,1,3,Non,15.0,833,0.375,3194.48,2.25,1,3,-1,0,0,1,Ressources Humaines | N2,0.333,0.375
56,M,11103,Marié(e),Consulting,Manager,7,30,10,7,0,1,9,3,Transformation Digitale,Occasionnel,1,1,3,3,4,4,3,2,3,Non,11.0,1100,0.7,2775.74,3.0,2,4,0,0,0,1,Manager | N4,0.091,0.1
40,F,2342,Célibataire,Consulting,Assistant de Direction,0,5,4,2,0,2,2,1,Transformation Digitale,Occasionnel,2,3,4,2,1,4,4,2,4,Oui,20.0,390,0.5,2341.98,3.5,2,4,2,1,0,0,Assistant de Direction | N1,0.4,0.5
27,F,6811,Célibataire,Consulting,Manager,8,9,7,6,0,2,7,3,Transformation Digitale,Occasionnel,0,7,4,2,2,1,1,1,3,Non,19.0,1087,0.857,3405.48,1.75,1,4,1,0,0,1,Manager | N2,0.25,0.0
29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,2,2,10,3,Marketing,Occasionnel,2,2,4,3,1,2,4,3,3,Non,14.000000000000002,282,1.0,2296.98,3.25,2,4,0,0,1,0,Représentant Commercial | N1,0.667,1.0
53,M,2450,Célibataire,Consulting,Consultant,2,19,2,2,0,4,6,3,Infra & Cloud,Occasionnel,2,2,4,3,2,4,4,3,3,Non,17.0,356,1.0,1224.99,3.75,3,4,0,0,0,0,Consultant | N2,1.333,1.0
35,F,5093,Divorcé(e),Consulting,Manager,2,16,1,0,1,2,2,4,Infra & Cloud,Aucun,0,0,4,3,2,1,1,4,3,Non,11.0,505,0.0,2546.49,2.5,1,4,0,0,0,0,Manager | N2,1.0,0.0
32,M,5309,Marié(e),Consulting,Consultant,1,10,10,8,2,2,24,4,Infra & Cloud,Frequent,4,7,1,3,2,4,4,3,3,Non,15.0,692,0.8,2654.49,3.0,1,4,0,0,0,0,Consultant | N2,0.182,0.4
38,M,3057,Marié(e),Consulting,Assistant de Direction,6,6,1,0,1,0,2,5,Transformation Digitale,Occasionnel,0,1,4,3,1,3,2,1,3,Oui,13.0,352,0.0,3056.97,2.5,1,4,0,1,0,1,Assistant de Direction | N1,0.0,0.0
34,F,5121,Divorcé(e),Consulting,Tech Lead,3,7,0,0,1,3,8,5,Infra & Cloud,Occasionnel,0,0,2,3,2,1,3,3,3,Non,14.000000000000002,629,0.0,2560.49,2.25,1,3,0,0,0,0,Tech Lead | N2,3.0,0.0
52,M,16856,Marié(e),Commercial,Senior Manager,1,34,34,6,0,3,3,4,Marketing,Occasionnel,1,16,3,2,4,1,1,4,3,Non,11.0,1670,0.176,4213.99,2.25,1,4,1,0,0,0,Senior Manager | N4,0.086,0.029
33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,10,9,0,2,1,4,Autre,Occasionnel,7,8,4,3,1,4,3,2,3,Oui,13.0,309,0.9,2685.97,3.25,2,4,0,1,0,0,Assistant de Direction | N1,0.182,0.7
25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,6,5,0,5,26,1,Transformation Digitale,Occasionnel,1,4,3,3,2,4,2,2,4,Non,23.0,1156,0.833,3089.98,2.75,2,4,1,0,0,0,Cadre Commercial | N2,0.714,0.167
45,M,6632,Célibataire,Commercial,Représentant Commercial,0,9,8,7,0,3,2,2,Entrepreunariat,Occasionnel,3,1,2,1,2,3,1,3,3,Non,13.0,763,0.875,3315.98,2.25,1,3,2,0,0,0,Représentant Commercial | N2,0.333,0.375
23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,2,0,3,10,1,Transformation Digitale,Occasionnel,0,2,1,4,1,3,4,3,3,Non,18.0,535,1.0,3504.96,2.75,1,4,-1,0,1,0,Assistant de Direction | N1,1.0,0.0
47,F,6397,Célibataire,Commercial,Cadre Commercial,4,8,5,4,0,2,27,2,Infra & Cloud,Frequent,1,3,2,4,2,3,4,3,3,Oui,12.0,685,0.8,3198.48,3.0,2,4,-1,0,0,0,Cadre Commercial | N2,0.333,0.2
34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,6,5,0,5,2,3,Autre,Occasionnel,1,4,4,3,2,4,3,3,4,Non,22.0,1131,0.833,3136.98,3.5,3,4,1,0,0,0,Cadre Commercial | N2,0.714,0.167
55,M,19859,Marié(e),Consulting,Senior Manager,5,24,5,2,1,2,2,3,Transformation Digitale,Occasionnel,1,4,4,3,5,1,4,3,3,Oui,13.0,2285,0.4,3971.79,3.0,1,4,0,0,0,1,Senior Manager | N5,0.333,0.2
36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,1,8,4,Infra & Cloud,Aucun,0,9,1,2,3,1,2,3,3,Non,15.0,990,0.7,2528.99,1.75,1,3,1,0,0,0,Cadre Commercial | N3,0.091,0.0
52,M,4258,Marié(e),Consulting,Assistant de Direction,0,5,4,3,1,3,19,4,Transformation Digitale,Aucun,1,2,4,3,1,4,1,3,3,Non,18.0,650,0.75,4257.96,3.0,1,4,0,0,0,0,Assistant de Direction | N1,0.6,0.25
26,F,4364,Divorcé(e),Consulting,Consultant,3,5,2,2,1,2,1,2,Infra & Cloud,Frequent,2,0,1,1,1,4,1,3,3,Non,14.000000000000002,536,1.0,4363.96,2.25,1,4,2,0,1,0,Consultant | N1,0.667,1.0
29,F,4335,Marié(e),Consulting,Manager,4,11,8,7,1,3,27,3,Transformation Digitale,Occasionnel,1,1,2,3,2,3,1,2,3,Non,12.0,464,0.875,2167.49,2.0,1,3,0,0,0,0,Manager | N2,0.333,0.125
26,M,5326,Célibataire,Commercial,Cadre Commercial,6,6,4,3,0,2,8,3,Entrepreunariat,Occasionnel,1,2,4,2,2,1,3,2,3,Non,17.0,774,0.75,2662.99,2.5,1,4,1,0,0,1,Cadre Commercial | N2,0.4,0.25
34,F,3280,Célibataire,Consulting,Assistant de Direction,2,10,4,2,0,2,1,4,Infra & Cloud,Occasionnel,1,3,2,4,1,4,3,3,3,Non,16.0,452,0.5,3279.97,3.0,2,4,-1,0,0,0,Assistant de Direction | N1,0.4,0.25
54,F,5485,Divorcé(e),Consulting,Tech Lead,9,9,5,3,2,4,19,4,Transformation Digitale,Occasionnel,1,4,4,3,2,1,2,3,3,Oui,11.0,544,0.6,2742.49,2.5,1,4,0,0,0,1,Tech Lead | N2,0.667,0.2
27,M,4342,Marié(e),Commercial,Cadre Commercial,0,5,4,2,1,3,8,1,Marketing,Frequent,1,1,3,3,2,4,2,3,3,Non,19.0,693,0.5,2170.99,3.0,2,4,0,0,0,0,Cadre Commercial | N2,0.6,0.25
37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,2,3,10,1,Infra & Cloud,Occasionnel,4,3,4,3,1,1,2,2,3,Oui,13.0,320,0.6,2781.97,2.25,1,4,0,1,0,0,Assistant de Direction | N1,0.5,0.8
38,F,5980,Célibataire,Consulting,Tech Lead,6,17,15,7,0,2,2,4,Infra & Cloud,Frequent,4,12,1,4,2,1,4,3,3,Oui,12.0,641,0.467,2989.99,2.25,1,4,-1,0,0,1,Tech Lead | N2,0.125,0.267
34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,6,5,0,3,2,4,Transformation Digitale,Occasionnel,1,3,3,2,1,1,3,3,3,Non,11.0,434,0.833,4380.96,2.5,1,3,1,0,0,0,Assistant de Direction | N1,0.429,0.167
35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,3,2,1,1,8,4,Infra & Cloud,Occasionnel,0,2,1,3,1,4,2,2,3,Non,16.0,355,0.667,2571.97,2.25,1,4,0,0,0,0,Représentant Commercial | N1,0.25,0.0
30,M,3833,Marié(e),Consulting,Consultant,3,7,2,2,2,2,1,3,Infra & Cloud,Occasionnel,0,2,4,1,1,3,3,3,4,Non,21.0,665,1.0,3832.96,3.25,3,4,3,0,1,0,Consultant | N1,0.667,0.0
40,F,4244,Marié(e),Consulting,Manager,1,8,8,7,1,2,2,2,Transformation Digitale,Frequent,3,7,3,4,2,2,4,3,4,Non,24.0,821,0.875,2121.99,3.0,2,4,0,0,0,0,Manager | N2,0.222,0.375
34,F,6500,Marié(e),Commercial,Cadre Commercial,5,6,3,2,1,1,8,2,Infra & Cloud,Occasionnel,1,2,3,3,2,1,2,3,3,Non,17.0,944,0.667,3249.98,2.25,1,3,0,0,0,1,Cadre Commercial | N2,0.25,0.333
42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,24,7,1,4,8,3,Infra & Cloud,Frequent,14,9,2,3,5,4,2,2,3,Non,13.0,2120,0.292,3685.99,2.5,2,4,0,0,0,0,Senior Manager | N5,0.16,0.583
23,M,1601,Marié(e),Consulting,Consultant,1,1,0,0,2,2,6,3,Infra & Cloud,Occasionnel,0,0,3,4,1,1,3,3,4,Oui,21.0,278,0.0,1600.98,2.5,1,3,0,1,1,0,Consultant | N1,2.0,0.0
24,M,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,3,4,9,3,Infra & Cloud,Aucun,0,0,3,2,1,2,3,3,3,Non,11.0,267,0.0,2693.97,2.75,2,3,1,0,1,0,Consultant | N1,2.0,0.0
52,F,3149,Marié(e),Consulting,Consultant,8,9,5,2,1,3,11,4,Infra & Cloud,Occasionnel,1,4,4,3,2,3,2,3,4,Non,20.0,525,0.4,1574.49,3.0,2,4,1,0,0,1,Consultant | N2,0.5,0.2
50,M,17639,Marié(e),Consulting,Directeur Technique,5,30,4,3,0,3,2,3,Transformation Digitale,Occasionnel,0,3,3,3,4,3,4,3,3,Non,16.0,2433,0.75,4409.74,3.25,3,4,0,0,0,1,Directeur Technique | N4,0.6,0.0
29,F,2319,Marié(e),Consulting,Consultant,1,1,1,0,1,1,1,2,Infra & Cloud,Occasionnel,0,0,2,2,1,1,4,3,3,Oui,11.0,230,0.0,2318.98,2.5,1,4,1,1,1,0,Consultant | N1,0.5,0.0
33,M,11691,Marié(e),Consulting,Directeur Technique,0,14,13,9,0,3,7,3,Transformation Digitale,Occasionnel,3,7,3,3,3,3,4,4,3,Non,11.0,1159,0.692,3896.99,3.5,3,4,0,0,0,0,Directeur Technique | N3,0.214,0.231
33,F,5324,Célibataire,Commercial,Cadre Commercial,5,6,3,2,0,3,16,3,Marketing,Occasionnel,0,2,1,3,2,1,3,3,3,Non,15.0,694,0.667,2661.99,2.0,1,3,0,0,0,1,Cadre Commercial | N2,0.75,0.0
47,F,16752,Marié(e),Consulting,Senior Manager,1,26,26,14,1,3,2,2,Autre,Occasionnel,3,0,3,3,4,4,3,2,3,Oui,11.0,1660,0.538,4187.99,3.0,2,4,0,0,0,0,Senior Manager | N4,0.111,0.115
36,F,5228,Marié(e),Consulting,Tech Lead,0,10,9,7,1,2,1,3,Autre,Occasionnel,0,5,3,3,2,2,1,3,3,Non,15.0,682,0.778,2613.99,2.25,1,3,0,0,0,0,Tech Lead | N2,0.2,0.0
29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,10,7,1,3,23,2,Infra & Cloud,Occasionnel,0,7,3,4,1,3,3,3,4,Non,24.0,523,0.7,2699.97,3.0,3,3,0,0,0,0,Assistant de Direction | N1,0.273,0.0
