age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,ratio_anciennete_carriere,inertie_poste,stagnation_promotion,revenu_par_annee_experience,revenu_par_niveau,satisfaction_globale,satisfaction_min,delta_performance,hs_et_salaire_bas,jeune_faible_anciennete,trajet_long,job_hopper
30,F,2083,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,1,2,3,3,Transformation Digitale,Frequent,0,0,3,3,1,3,3,3,4,Non,20.0,347,1.0,0.0,0.0,1041.5,2082.98,3.0,3,1,0,1,0,0
53,F,8381,Célibataire,Commercial,Cadre Commercial,7,18,14,7,0,2,1,1,Transformation Digitale,Occasionnel,8,10,4,3,2,1,4,4,4,Non,20.0,1397,0.778,0.5,0.571,441.11,4190.48,3.25,1,1,0,0,0,1
34,M,2691,Marié(e),Consulting,Assistant de Direction,1,10,10,9,1,4,1,5,Infra & Cloud,Occasionnel,8,8,2,3,1,4,4,2,3,Non,12.0,288,1.0,0.9,0.8,244.64,2690.97,3.0,2,0,0,0,0,0
45,F,4286,Marié(e),Commercial,Cadre Commercial,2,5,1,1,2,4,26,4,Infra & Cloud,Frequent,0,0,1,3,2,1,4,3,3,Non,14.000000000000002,526,0.2,1.0,0.0,714.33,2142.99,2.25,1,0,0,0,1,0
26,F,2659,Marié(e),Consulting,Consultant,1,3,3,2,1,2,6,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,3,3,3,Oui,13.0,306,1.0,0.667,0.0,664.75,2658.97,3.25,3,0,1,0,0,0
37,M,9434,Marié(e),Consulting,Tech Lead,1,10,10,7,1,2,3,3,Autre,Occasionnel,7,8,3,3,3,3,3,3,3,Non,15.0,1231,1.0,0.7,0.7,857.64,3144.66,3.0,3,0,0,0,0,0
29,F,5561,Marié(e),Commercial,Cadre Commercial,1,6,6,0,1,5,3,2,Transformation Digitale,Occasionnel,1,2,2,3,2,3,1,2,3,Non,14.000000000000002,683,1.0,0.0,0.167,794.43,2780.49,2.0,1,0,0,0,0,0
35,M,6646,Célibataire,Consulting,Assistant de Direction,1,17,17,11,0,3,6,4,Infra & Cloud,Occasionnel,11,8,2,1,2,4,2,3,3,Non,13.0,765,1.0,0.647,0.647,369.22,3322.98,2.75,2,2,0,0,0,0
33,M,7725,Divorcé(e),Consulting,Manager,3,15,13,11,1,2,6,3,Infra & Cloud,Frequent,4,7,3,3,2,4,3,1,4,Non,23.0,1445,0.867,0.846,0.308,482.81,3862.48,2.75,1,1,0,0,0,0
54,M,10725,Marié(e),Ressources Humaines,Ressources Humaines,2,16,9,7,1,1,19,4,Transformation Digitale,Occasionnel,7,1,3,3,3,2,3,4,3,Non,15.0,1399,0.562,0.778,0.778,630.88,3574.99,3.0,2,0,0,0,1,0
36,M,8847,Divorcé(e),Consulting,Tech Lead,2,13,3,2,1,2,9,2,Transformation Digitale,Occasionnel,0,2,2,2,2,2,3,3,3,Oui,11.0,877,0.231,0.667,0.0,631.93,4423.48,2.5,2,1,0,0,0,0
27,M,2045,Célibataire,Consulting,Assistant de Direction,0,5,4,2,0,0,3,4,Transformation Digitale,Occasionnel,1,1,1,2,1,4,4,3,3,Non,13.0,235,0.8,0.5,0.25,340.83,2044.98,3.0,1,1,0,0,0,0
20,M,1009,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,5,10,1,Transformation Digitale,Occasionnel,1,1,4,3,1,3,4,3,3,Oui,11.0,100,1.0,0.0,1.0,504.5,1008.99,3.5,3,0,1,1,0,0
33,M,3348,Célibataire,Consulting,Assistant de Direction,1,10,10,8,0,3,3,3,Infra & Cloud,Frequent,9,7,1,3,1,1,1,3,3,Oui,11.0,332,1.0,0.8,0.9,304.36,3347.97,1.5,1,0,1,0,0,0
35,M,1281,Marié(e),Consulting,Consultant,1,1,1,0,2,3,3,3,Infra & Cloud,Aucun,0,0,3,2,1,3,3,3,3,Non,18.0,195,1.0,0.0,0.0,640.5,1280.99,3.0,3,1,0,0,0,0
23,M,2819,Marié(e),Consulting,Assistant de Direction,2,5,3,2,1,3,4,3,Transformation Digitale,Occasionnel,0,2,1,4,1,1,1,4,3,Non,16.0,389,0.6,0.667,0.0,469.83,2818.97,1.75,1,-1,0,0,0,0
25,M,4851,Marié(e),Commercial,Cadre Commercial,0,4,3,2,1,4,8,3,Infra & Cloud,Occasionnel,1,2,4,4,2,2,3,3,4,Non,22.0,875,0.75,0.667,0.333,970.2,2425.49,3.0,2,0,0,0,0,0
38,F,4028,Célibataire,Commercial,Cadre Commercial,0,8,7,7,0,2,7,4,Marketing,Occasionnel,0,5,4,2,2,4,1,3,4,Non,20.0,671,0.875,1.0,0.0,447.56,2013.99,3.0,1,2,0,0,0,0
29,M,2720,Divorcé(e),Consulting,Assistant de Direction,1,10,10,7,1,5,1,4,Infra & Cloud,Frequent,2,8,2,1,1,4,4,3,3,Non,18.0,415,1.0,0.7,0.2,247.27,2719.97,3.25,2,2,0,0,0,0
48,M,8120,Marié(e),Commercial,Cadre Commercial,3,12,2,2,0,3,2,1,Marketing,Occasionnel,2,2,2,4,2,2,4,3,3,Non,12.0,870,0.167,1.0,1.0,624.62,4059.98,2.75,2,-1,0,0,0,0
27,F,4647,Divorcé(e),Commercial,Cadre Commercial,1,6,6,5,2,3,3,1,Transformation Digitale,Frequent,0,4,4,4,2,4,2,3,4,Oui,20.0,774,1.0,0.833,0.0,663.86,2323.49,3.25,2,0,1,0,0,0
37,M,4680,Célibataire,Consulting,Assistant de Direction,3,4,1,0,0,2,10,2,Infra & Cloud,Occasionnel,0,0,4,4,1,4,1,3,3,Non,17.0,680,0.25,0.0,0.0,936.0,4679.95,3.0,1,-1,0,0,0,0
50,M,3221,Marié(e),Consulting,Consultant,1,20,20,8,3,3,28,1,Transformation Digitale,Occasionnel,3,8,4,4,1,3,3,3,3,Oui,11.0,319,1.0,0.4,0.15,153.38,3220.97,3.25,3,-1,1,0,1,0
34,F,8621,Célibataire,Consulting,Manager,1,9,8,7,0,3,9,3,Transformation Digitale,Occasionnel,7,7,4,2,3,2,2,4,3,Non,14.000000000000002,1059,0.889,0.875,0.875,862.1,2873.66,3.0,2,1,0,0,0,0
24,F,4577,Célibataire,Commercial,Cadre Commercial,9,4,2,2,0,3,3,2,Infra & Cloud,Occasionnel,2,0,1,3,2,3,1,3,3,Non,14.000000000000002,562,0.5,1.0,1.0,915.4,2288.49,2.0,1,0,0,1,0,1
39,F,4553,Célibataire,Consulting,Manager,1,20,20,7,0,4,2,4,Entrepreunariat,Occasionnel,11,10,4,2,2,3,1,3,3,Non,11.0,451,1.0,0.35,0.55,216.81,2276.49,2.75,1,1,0,0,0,0
32,M,5396,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,2,10,3,Marketing,Occasionnel,0,8,4,3,2,4,4,2,3,Non,12.0,578,1.0,0.7,0.0,490.55,2697.99,3.5,2,0,0,0,0,0
50,M,6796,Marié(e),Commercial,Cadre Commercial,3,18,4,3,1,4,8,2,Entrepreunariat,Frequent,1,3,2,3,2,3,1,3,3,Oui,14.000000000000002,835,0.222,0.75,0.25,357.68,3397.98,2.25,1,0,0,0,0,0
38,F,7625,Célibataire,Consulting,Manager,0,10,9,7,0,4,1,4,Infra & Cloud,Occasionnel,1,8,2,4,2,4,3,2,3,Non,13.0,877,0.9,0.778,0.111,693.18,3812.48,2.75,2,-1,0,0,0,0
27,F,7412,Marié(e),Consulting,Tech Lead,1,9,9,7,0,3,1,2,Infra & Cloud,Occasionnel,0,7,3,3,3,1,4,3,3,Non,11.0,735,1.0,0.778,0.0,741.2,2470.66,2.75,1,0,0,0,0,0
32,F,11159,Célibataire,Consulting,Directeur Technique,3,10,7,7,0,6,3,2,Infra & Cloud,Occasionnel,7,7,3,3,3,4,4,3,3,Non,15.0,1456,0.7,1.0,1.0,1014.45,3719.65,3.5,3,0,0,0,0,0
47,M,4960,Célibataire,Commercial,Cadre Commercial,2,20,7,7,0,2,14,4,Marketing,Occasionnel,1,7,4,3,2,1,4,3,3,Non,12.0,531,0.35,1.0,0.143,236.19,2479.99,3.0,1,0,0,0,0,0
40,M,10475,Marié(e),Commercial,Cadre Commercial,5,20,18,13,1,2,5,4,Infra & Cloud,Frequent,1,12,4,2,3,1,3,3,4,Oui,21.0,1818,0.9,0.722,0.056,498.81,3491.66,2.75,1,2,0,0,0,1
53,M,14814,Marié(e),Consulting,Directeur Technique,3,32,5,1,0,3,7,3,Infra & Cloud,Occasionnel,1,3,3,4,4,3,3,3,3,Non,19.0,2365,0.156,0.2,0.2,448.91,3703.49,3.0,3,-1,0,0,0,0
41,M,19141,Divorcé(e),Ressources Humaines,Senior Manager,3,23,21,6,3,2,10,4,Ressources Humaines,Occasionnel,12,6,2,2,5,4,2,2,3,Non,15.0,2497,0.913,0.286,0.571,797.54,3828.19,2.5,2,1,0,0,0,0
60,M,5405,Célibataire,Commercial,Cadre Commercial,8,10,2,2,0,1,16,4,Marketing,Occasionnel,2,2,1,3,2,1,4,3,3,Non,14.000000000000002,664,0.2,1.0,1.0,491.36,2702.49,2.25,1,0,0,0,1,1
27,M,8793,Divorcé(e),Consulting,Tech Lead,1,9,9,7,2,4,10,2,Infra & Cloud,Frequent,1,7,4,3,3,1,3,2,4,Non,21.0,1526,1.0,0.778,0.111,879.3,2930.99,2.5,1,1,0,0,0,0
41,M,19189,Marié(e),Ressources Humaines,Senior Manager,1,22,22,7,1,3,1,3,Ressources Humaines,Occasionnel,2,10,4,2,5,3,2,3,3,Non,12.0,2056,1.0,0.318,0.091,834.3,3837.79,3.0,2,1,0,0,0,0
50,M,3875,Marié(e),Commercial,Représentant Commercial,7,4,2,2,1,2,8,4,Marketing,Occasionnel,2,2,4,3,1,2,4,3,3,Non,15.0,505,0.5,1.0,1.0,775.0,3874.96,3.25,2,0,0,0,0,1
28,F,2216,Célibataire,Consulting,Assistant de Direction,7,10,7,7,0,4,1,2,Infra & Cloud,Occasionnel,3,7,1,1,1,2,4,3,3,Oui,13.0,255,0.7,1.0,0.429,201.45,2215.98,2.5,1,2,1,0,0,1
36,F,11713,Marié(e),Consulting,Directeur Technique,9,10,8,7,1,2,8,3,Infra & Cloud,Aucun,0,5,1,4,3,1,1,3,3,Non,14.000000000000002,1438,0.8,0.875,0.0,1064.82,3904.32,1.5,1,-1,0,0,0,1
38,F,7861,Célibataire,Consulting,Tech Lead,4,10,1,0,0,4,1,3,Infra & Cloud,Occasionnel,0,0,3,3,3,3,4,4,3,Oui,14.000000000000002,965,0.1,0.0,0.0,714.64,2620.32,3.5,3,0,0,0,0,0
44,M,3708,Célibataire,Consulting,Consultant,2,9,5,2,0,5,24,3,Transformation Digitale,Aucun,1,4,1,1,1,3,3,3,3,Non,14.000000000000002,455,0.556,0.4,0.2,370.8,3707.96,2.5,1,2,0,0,1,0
47,F,13770,Divorcé(e),Commercial,Cadre Commercial,9,28,22,2,2,2,3,3,Transformation Digitale,Frequent,11,13,4,3,4,3,4,2,3,Oui,12.0,1475,0.786,0.091,0.5,474.83,3442.49,3.25,2,0,0,0,0,1
30,M,5304,Divorcé(e),Commercial,Cadre Commercial,7,10,8,7,1,2,27,5,Marketing,Occasionnel,7,7,3,3,2,4,4,2,4,Non,23.0,992,0.8,0.875,0.875,482.18,2651.99,3.25,2,1,0,0,1,1
29,M,2642,Célibataire,Commercial,Représentant Commercial,1,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,0,0,3,3,1,3,3,3,3,Non,11.0,262,1.0,0.0,0.0,1321.0,2641.97,3.0,3,0,0,1,0,0
42,M,2759,Divorcé(e),Consulting,Assistant de Direction,6,7,2,2,0,2,19,3,Transformation Digitale,Frequent,2,2,3,4,1,3,4,3,3,Oui,12.0,296,0.286,1.0,1.0,344.88,2758.97,3.25,3,-1,1,0,1,1
43,M,6804,Marié(e),Commercial,Cadre Commercial,3,7,2,2,1,5,15,3,Infra & Cloud,Frequent,2,2,4,2,2,4,3,3,3,Non,18.0,1038,0.286,1.0,1.0,850.5,3401.98,3.5,3,1,0,0,1,0
34,F,6142,Célibataire,Consulting,Manager,3,10,5,1,0,2,8,2,Transformation Digitale,Occasionnel,4,3,2,3,2,3,4,3,3,Non,11.0,609,0.5,0.2,0.8,558.36,3070.98,3.0,2,0,0,0,0,0
23,M,2500,Marié(e),Consulting,Consultant,1,5,4,3,1,2,9,1,Transformation Digitale,Occasionnel,0,2,2,3,1,1,4,4,3,Non,14.000000000000002,307,0.8,0.75,0.0,416.67,2499.98,2.75,1,0,0,0,0,0
39,F,6389,Marié(e),Ressources Humaines,Ressources Humaines,9,12,8,3,1,3,3,3,Ressources Humaines,Occasionnel,3,6,3,4,2,2,3,1,3,Non,15.0,833,0.667,0.375,0.375,491.46,3194.48,2.25,1,-1,0,0,0,1
56,M,11103,Marié(e),Consulting,Manager,7,30,10,7,0,1,9,3,Transformation Digitale,Occasionnel,1,1,3,3,4,4,3,2,3,Non,11.0,1100,0.333,0.7,0.1,358.16,2775.74,3.0,2,0,0,0,0,1
40,F,2342,Célibataire,Consulting,Assistant de Direction,0,5,4,2,0,2,2,1,Transformation Digitale,Occasionnel,2,3,4,2,1,4,4,2,4,Oui,20.0,390,0.8,0.5,0.5,390.33,2341.98,3.5,2,2,1,0,0,0
27,F,6811,Célibataire,Consulting,Manager,8,9,7,6,0,2,7,3,Transformation Digitale,Occasionnel,0,7,4,2,2,1,1,1,3,Non,19.0,1087,0.778,0.857,0.0,681.1,3405.48,1.75,1,1,0,0,0,1
29,M,2297,Divorcé(e),Commercial,Représentant Commercial,1,2,2,2,2,2,10,3,Marketing,Occasionnel,2,2,4,3,1,2,4,3,3,Non,14.000000000000002,282,1.0,1.0,1.0,765.67,2296.98,3.25,2,0,0,1,0,0
53,M,2450,Célibataire,Consulting,Consultant,2,19,2,2,0,4,6,3,Infra & Cloud,Occasionnel,2,2,4,3,2,4,4,3,3,Non,17.0,356,0.105,1.0,1.0,122.5,1224.99,3.75,3,0,0,0,0,0
35,F,5093,Divorcé(e),Consulting,Manager,2,16,1,0,1,2,2,4,Infra & Cloud,Aucun,0,0,4,3,2,1,1,4,3,Non,11.0,505,0.062,0.0,0.0,299.59,2546.49,2.5,1,0,0,0,0,0
32,M,5309,Marié(e),Consulting,Consultant,1,10,10,8,2,2,24,4,Infra & Cloud,Frequent,4,7,1,3,2,4,4,3,3,Non,15.0,692,1.0,0.8,0.4,482.64,2654.49,3.0,1,0,0,0,1,0
38,M,3057,Marié(e),Consulting,Assistant de Direction,6,6,1,0,1,0,2,5,Transformation Digitale,Occasionnel,0,1,4,3,1,3,2,1,3,Oui,13.0,352,0.167,0.0,0.0,436.71,3056.97,2.5,1,0,1,0,0,1
34,F,5121,Divorcé(e),Consulting,Tech Lead,3,7,0,0,1,3,8,5,Infra & Cloud,Occasionnel,0,0,2,3,2,1,3,3,3,Non,14.000000000000002,629,0.0,0.0,0.0,640.12,2560.49,2.25,1,0,0,0,0,0
52,M,16856,Marié(e),Commercial,Senior Manager,1,34,34,6,0,3,3,4,Marketing,Occasionnel,1,16,3,2,4,1,1,4,3,Non,11.0,1670,1.0,0.176,0.029,481.6,4213.99,2.25,1,1,0,0,0,0
33,M,2686,Célibataire,Consulting,Assistant de Direction,1,10,10,9,0,2,1,4,Autre,Occasionnel,7,8,4,3,1,4,3,2,3,Oui,13.0,309,1.0,0.9,0.7,244.18,2685.97,3.25,2,0,1,0,0,0
25,F,6180,Célibataire,Commercial,Cadre Commercial,1,6,6,5,0,5,26,1,Transformation Digitale,Occasionnel,1,4,3,3,2,4,2,2,4,Non,23.0,1156,1.0,0.833,0.167,882.86,3089.98,2.75,2,1,0,0,1,0
45,M,6632,Célibataire,Commercial,Représentant Commercial,0,9,8,7,0,3,2,2,Entrepreunariat,Occasionnel,3,1,2,1,2,3,1,3,3,Non,13.0,763,0.889,0.875,0.375,663.2,3315.98,2.25,1,2,0,0,0,0
23,M,3505,Célibataire,Consulting,Assistant de Direction,1,2,2,2,0,3,10,1,Transformation Digitale,Occasionnel,0,2,1,4,1,3,4,3,3,Non,18.0,535,1.0,1.0,0.0,1168.33,3504.96,2.75,1,-1,0,1,0,0
47,F,6397,Célibataire,Commercial,Cadre Commercial,4,8,5,4,0,2,27,2,Infra & Cloud,Frequent,1,3,2,4,2,3,4,3,3,Oui,12.0,685,0.625,0.8,0.2,710.78,3198.48,3.0,2,-1,0,0,1,0
34,M,6274,Célibataire,Commercial,Cadre Commercial,1,6,6,5,0,5,2,3,Autre,Occasionnel,1,4,4,3,2,4,3,3,4,Non,22.0,1131,1.0,0.833,0.167,896.29,3136.98,3.5,3,1,0,0,0,0
55,M,19859,Marié(e),Consulting,Senior Manager,5,24,5,2,1,2,2,3,Transformation Digitale,Occasionnel,1,4,4,3,5,1,4,3,3,Oui,13.0,2285,0.208,0.4,0.2,794.36,3971.79,3.0,1,0,0,0,0,1
36,M,7587,Célibataire,Commercial,Cadre Commercial,1,10,10,7,0,1,8,4,Infra & Cloud,Aucun,0,9,1,2,3,1,2,3,3,Non,15.0,990,1.0,0.7,0.0,689.73,2528.99,1.75,1,1,0,0,0,0
52,M,4258,Marié(e),Consulting,Assistant de Direction,0,5,4,3,1,3,19,4,Transformation Digitale,Aucun,1,2,4,3,1,4,1,3,3,Non,18.0,650,0.8,0.75,0.25,709.67,4257.96,3.0,1,0,0,0,1,0
26,F,4364,Divorcé(e),Consulting,Consultant,3,5,2,2,1,2,1,2,Infra & Cloud,Frequent,2,0,1,1,1,4,1,3,3,Non,14.000000000000002,536,0.4,1.0,1.0,727.33,4363.96,2.25,1,2,0,1,0,0
29,F,4335,Marié(e),Consulting,Manager,4,11,8,7,1,3,27,3,Transformation Digitale,Occasionnel,1,1,2,3,2,3,1,2,3,Non,12.0,464,0.727,0.875,0.125,361.25,2167.49,2.0,1,0,0,0,1,0
26,M,5326,Célibataire,Commercial,Cadre Commercial,6,6,4,3,0,2,8,3,Entrepreunariat,Occasionnel,1,2,4,2,2,1,3,2,3,Non,17.0,774,0.667,0.75,0.25,760.86,2662.99,2.5,1,1,0,0,0,1
34,F,3280,Célibataire,Consulting,Assistant de Direction,2,10,4,2,0,2,1,4,Infra & Cloud,Occasionnel,1,3,2,4,1,4,3,3,3,Non,16.0,452,0.4,0.5,0.25,298.18,3279.97,3.0,2,-1,0,0,0,0
54,F,5485,Divorcé(e),Consulting,Tech Lead,9,9,5,3,2,4,19,4,Transformation Digitale,Occasionnel,1,4,4,3,2,1,2,3,3,Oui,11.0,544,0.556,0.6,0.2,548.5,2742.49,2.5,1,0,0,0,1,1
27,M,4342,Marié(e),Commercial,Cadre Commercial,0,5,4,2,1,3,8,1,Marketing,Frequent,1,1,3,3,2,4,2,3,3,Non,19.0,693,0.8,0.5,0.25,723.67,2170.99,3.0,2,0,0,0,0,0
37,F,2782,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,2,3,10,1,Infra & Cloud,Occasionnel,4,3,4,3,1,1,2,2,3,Oui,13.0,320,0.833,0.6,0.8,397.43,2781.97,2.25,1,0,1,0,0,0
38,F,5980,Célibataire,Consulting,Tech Lead,6,17,15,7,0,2,2,4,Infra & Cloud,Frequent,4,12,1,4,2,1,4,3,3,Oui,12.0,641,0.882,0.467,0.267,332.22,2989.99,2.25,1,-1,0,0,0,1
34,F,4381,Célibataire,Consulting,Assistant de Direction,1,6,6,5,0,3,2,4,Transformation Digitale,Occasionnel,1,3,3,2,1,1,3,3,3,Non,11.0,434,1.0,0.833,0.167,625.86,4380.96,2.5,1,1,0,0,0,0
35,F,2572,Marié(e),Commercial,Représentant Commercial,1,3,3,2,1,1,8,4,Infra & Cloud,Occasionnel,0,2,1,3,1,4,2,2,3,Non,16.0,355,1.0,0.667,0.0,643.0,2571.97,2.25,1,0,0,0,0,0
30,M,3833,Marié(e),Consulting,Consultant,3,7,2,2,2,2,1,3,Infra & Cloud,Occasionnel,0,2,4,1,1,3,3,3,4,Non,21.0,665,0.286,1.0,0.0,479.12,3832.96,3.25,3,3,0,1,0,0
40,F,4244,Marié(e),Consulting,Manager,1,8,8,7,1,2,2,2,Transformation Digitale,Frequent,3,7,3,4,2,2,4,3,4,Non,24.0,821,1.0,0.875,0.375,471.56,2121.99,3.0,2,0,0,0,0,0
34,F,6500,Marié(e),Commercial,Cadre Commercial,5,6,3,2,1,1,8,2,Infra & Cloud,Occasionnel,1,2,3,3,2,1,2,3,3,Non,17.0,944,0.5,0.667,0.333,928.57,3249.98,2.25,1,0,0,0,0,1
42,M,18430,Divorcé(e),Consulting,Senior Manager,1,24,24,7,1,4,8,3,Infra & Cloud,Frequent,14,9,2,3,5,4,2,2,3,Non,13.0,2120,1.0,0.292,0.583,737.2,3685.99,2.5,2,0,0,0,0,0
23,M,1601,Marié(e),Consulting,Consultant,1,1,0,0,2,2,6,3,Infra & Cloud,Occasionnel,0,0,3,4,1,1,3,3,4,Oui,21.0,278,0.0,0.0,0.0,800.5,1600.98,2.5,1,0,1,1,0,0
24,M,2694,Divorcé(e),Consulting,Consultant,1,1,1,0,3,4,9,3,Infra & Cloud,Aucun,0,0,3,2,1,2,3,3,3,Non,11.0,267,1.0,0.0,0.0,1347.0,2693.97,2.75,2,1,0,1,0,0
52,F,3149,Marié(e),Consulting,Consultant,8,9,5,2,1,3,11,4,Infra & Cloud,Occasionnel,1,4,4,3,2,3,2,3,4,Non,20.0,525,0.556,0.4,0.2,314.9,1574.49,3.0,2,1,0,0,0,1
50,M,17639,Marié(e),Consulting,Directeur Technique,5,30,4,3,0,3,2,3,Transformation Digitale,Occasionnel,0,3,3,3,4,3,4,3,3,Non,16.0,2433,0.133,0.75,0.0,569.0,4409.74,3.25,3,0,0,0,0,1
29,F,2319,Marié(e),Consulting,Consultant,1,1,1,0,1,1,1,2,Infra & Cloud,Occasionnel,0,0,2,2,1,1,4,3,3,Oui,11.0,230,1.0,0.0,0.0,1159.5,2318.98,2.5,1,1,1,1,0,0
33,M,11691,Marié(e),Consulting,Directeur Technique,0,14,13,9,0,3,7,3,Transformation Digitale,Occasionnel,3,7,3,3,3,3,4,4,3,Non,11.0,1159,0.929,0.692,0.231,779.4,3896.99,3.5,3,0,0,0,0,0
33,F,5324,Célibataire,Commercial,Cadre Commercial,5,6,3,2,0,3,16,3,Marketing,Occasionnel,0,2,1,3,2,1,3,3,3,Non,15.0,694,0.5,0.667,0.0,760.57,2661.99,2.0,1,0,0,0,1,1
47,F,16752,Marié(e),Consulting,Senior Manager,1,26,26,14,1,3,2,2,Autre,Occasionnel,3,0,3,3,4,4,3,2,3,Oui,11.0,1660,1.0,0.538,0.115,620.44,4187.99,3.0,2,0,0,0,0,0
36,F,5228,Marié(e),Consulting,Tech Lead,0,10,9,7,1,2,1,3,Autre,Occasionnel,0,5,3,3,2,2,1,3,3,Non,15.0,682,0.9,0.778,0.0,475.27,2613.99,2.25,1,0,0,0,0,0
29,M,2700,Marié(e),Consulting,Assistant de Direction,1,10,10,7,1,3,23,2,Infra & Cloud,Occasionnel,0,7,3,4,1,3,3,3,4,Non,24.0,523,1.0,0.7,0.0,245.45,2699.97,3.0,3,0,0,0,1,0
58,M,19246,Célibataire,Consulting,Directeur Technique,7,40,31,15,0,2,2,4,Infra & Cloud,Occasionnel,13,8,4,3,5,2,4,3,3,Oui,12.0,2062,0.775,0.484,0.419,469.41,3849.19,3.25,2,0,0,0,0,1
35,F,2506,Célibataire,Consulting,Assistant de Direction,3,7,2,2,0,0,1,4,Infra & Cloud,Occasionnel,2,2,4,4,1,3,3,3,3,Non,13.0,288,0.286,1.0,1.0,313.25,2505.97,3.25,3,-1,0,0,0,0
42,F,6062,Marié(e),Consulting,Tech Lead,9,8,4,3,1,4,1,2,Infra & Cloud,Occasionnel,0,2,4,2,2,4,4,3,3,Oui,13.0,697,0.5,0.75,0.0,673.56,3030.98,3.75,3,1,0,0,0,1
28,M,4382,Célibataire,Consulting,Assistant de Direction,6,5,2,2,0,3,2,4,Transformation Digitale,Occasionnel,2,1,3,3,1,3,4,2,3,Non,17.0,637,0.4,1.0,1.0,730.33,4381.96,3.0,2,0,0,1,0,1
36,M,2143,Marié(e),Ressources Humaines,Ressources Humaines,4,8,5,2,1,2,13,3,Ressources Humaines,Occasionnel,0,4,3,3,1,2,2,3,3,Non,13.0,247,0.625,0.4,0.0,238.11,2142.98,2.5,2,0,0,0,0,0
32,F,6162,Marié(e),Consulting,Tech Lead,1,14,14,13,1,3,4,3,Infra & Cloud,Occasionnel,6,8,3,2,2,3,3,3,3,Non,12.0,660,1.0,0.929,0.429,410.8,3080.98,3.0,3,1,0,0,0,0
40,M,5094,Célibataire,Consulting,Consultant,6,10,1,0,0,6,16,4,Transformation Digitale,Frequent,0,0,1,2,2,3,4,3,3,Non,14.000000000000002,626,0.1,0.0,0.0,463.09,2546.99,2.75,1,1,0,0,1,1
30,F,6877,Célibataire,Consulting,Tech Lead,5,12,0,0,0,4,2,3,Transformation Digitale,Occasionnel,0,0,3,2,2,4,2,2,4,Oui,24.0,1331,0.0,0.0,0.0,529.0,3438.48,2.75,2,2,0,1,0,1
45,F,2274,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,3,2,3,Infra & Cloud,Occasionnel,0,0,2,2,1,3,4,3,3,Non,14.000000000000002,279,1.0,0.0,0.0,1137.0,2273.98,3.0,2,1,0,0,0,0
42,M,4434,Marié(e),Consulting,Tech Lead,1,10,9,8,1,3,29,3,Infra & Cloud,Occasionnel,7,8,2,3,2,2,4,2,3,Non,13.0,510,0.9,0.889,0.778,403.09,2216.99,2.5,2,0,0,0,1,0
38,M,6288,Divorcé(e),Consulting,Manager,2,13,4,3,1,3,12,3,Infra & Cloud,Frequent,1,2,1,2,2,1,3,2,3,Non,15.0,820,0.308,0.75,0.25,449.14,3143.98,1.75,1,1,0,0,0,0
34,F,2553,Célibataire,Consulting,Assistant de Direction,1,6,5,2,0,3,16,4,Infra & Cloud,Frequent,1,3,3,2,1,4,3,3,3,Non,16.0,352,0.833,0.4,0.2,364.71,2552.97,3.25,3,1,0,0,1,0
49,F,7654,Marié(e),Commercial,Cadre Commercial,1,9,9,8,2,3,11,3,Marketing,Occasionnel,7,7,3,3,3,4,1,4,3,Non,18.0,1168,1.0,0.889,0.778,765.4,2551.32,3.0,1,0,0,0,0,0
55,M,5160,Célibataire,Commercial,Cadre Commercial,4,12,9,7,0,3,2,1,Transformation Digitale,Occasionnel,7,3,3,3,2,4,3,2,3,Non,16.0,712,0.75,0.778,0.778,396.92,2579.99,3.0,2,0,0,0,0,0
43,M,17159,Marié(e),Consulting,Directeur Technique,6,22,4,1,1,3,14,2,Infra & Cloud,Occasionnel,1,0,2,3,4,1,3,3,4,Non,24.0,3321,0.182,0.25,0.25,746.04,4289.74,2.25,1,1,0,0,0,1
27,M,12808,Divorcé(e),Consulting,Directeur Technique,1,9,9,8,1,3,5,1,Entrepreunariat,Occasionnel,0,8,3,2,3,4,2,3,3,Oui,16.0,1767,1.0,0.889,0.0,1280.8,4269.32,3.0,2,1,0,0,0,0
35,M,10221,Célibataire,Consulting,Tech Lead,3,17,8,5,0,3,7,3,Autre,Occasionnel,1,6,3,3,3,3,2,4,4,Non,21.0,1774,0.471,0.625,0.125,567.83,3406.99,3.0,2,1,0,0,0,0
